Number_Of_Dependant,Years_At_Residence,Years_At_Business,Nb_Of_Products,DAY(BirthDate),DAY(Prod_Decision_Date),DAY(Customer_Open_Date),YEAR(BirthDate),YEAR(Prod_Decision_Date),YEAR(Customer_Open_Date),MONTH(BirthDate),MONTH(Prod_Decision_Date),MONTH(Customer_Open_Date),WEEKDAY(BirthDate),WEEKDAY(Prod_Decision_Date),WEEKDAY(Customer_Open_Date),Net_Annual_Income_transform,Y
2.0,12,1.0,1,5,3,2,1973,2011,2011,11,5,5,0,1,0,18.0,0
0.0,10,31.0,1,4,15,14,1954,2011,2011,10,12,12,0,3,2,36.0,0
0.0,4,4.0,1,5,25,22,1978,2011,2011,2,9,9,6,6,3,36.0,0
1.0,10,10.0,1,9,17,23,1977,2011,2008,9,10,3,4,0,6,36.0,0
2.0,35,1.0,1,29,26,18,1967,2011,2011,8,7,7,1,1,0,36.0,0
0.0,10,0.0,1,15,22,26,1976,2011,2011,7,8,1,3,0,2,147.0,0
4.0,20,20.0,1,19,16,23,1965,2012,2000,8,2,11,3,3,3,420.0,0
0.0,1,1.0,1,26,27,26,1986,2011,2011,8,9,9,1,1,0,36.0,0
3.0,11,2.0,1,11,24,15,1965,2011,2011,8,8,8,2,2,0,30.0,1
2.0,1,1.0,2,8,16,14,1982,2011,2011,6,8,8,1,1,6,36.0,0
0.0,22,2.0,1,20,5,21,1987,2012,2007,5,4,6,2,3,3,18.0,0
0.0,30,10.0,1,14,21,23,1980,2011,2010,7,8,12,0,6,3,50.0,0
0.0,10,11.0,1,10,11,7,1986,2011,2011,6,12,8,1,6,6,24.0,0
2.0,7,7.0,1,21,9,14,1977,2011,2011,6,11,10,1,2,4,54.0,0
0.0,15,1.0,1,9,22,21,1985,2011,2011,11,8,8,5,0,6,20.0,0
0.0,8,2.0,1,19,2,25,1986,2012,2010,4,1,3,5,0,3,42.0,0
1.0,25,3.0,1,10,5,1,1984,2011,2011,1,5,5,1,3,6,24.0,0
0.0,15,1.0,1,20,12,11,1967,2011,2011,6,9,9,1,0,6,30.0,1
0.0,2,5.0,1,18,25,28,1977,2011,2011,10,7,6,1,0,1,186.0,0
1.0,2,3.0,1,5,19,2,1985,2011,2006,8,10,7,0,2,6,50.0,0
0.0,3,2.0,2,21,1,22,1987,2011,2011,7,12,11,1,3,1,2754.0,0
0.0,30,2.0,1,2,27,26,1969,2012,2012,6,2,2,0,0,6,18.0,0
3.0,4,10.0,1,30,5,10,1960,2012,2000,10,1,8,6,3,3,60.0,0
0.0,20,10.0,1,16,11,28,1983,2012,2011,7,1,11,5,2,0,50.0,0
3.0,30,16.0,1,11,26,2,1970,2011,2005,11,6,10,2,6,6,90.0,0
0.0,10,1.0,1,11,30,24,1963,2012,2012,9,1,1,2,0,1,36.0,0
0.0,15,1.0,1,20,18,17,1952,2012,2012,8,1,1,2,2,1,36.0,0
0.0,10,3.0,1,12,26,29,1966,2012,2010,7,2,4,1,6,3,36.0,0
0.0,10,3.0,1,1,21,19,1990,2012,2012,11,3,3,3,2,0,36.0,0
0.0,29,5.0,1,10,13,5,1982,2011,2011,1,9,9,6,1,0,36.0,0
0.0,9,2.0,1,11,22,27,1979,2012,2010,10,4,5,3,6,3,18.0,0
3.0,5,18.0,1,23,20,12,1967,2012,2005,10,2,10,0,0,2,1200.0,0
0.0,10,5.0,1,4,4,31,1974,2011,2009,3,10,3,0,1,1,50.0,0
0.0,20,2.0,1,25,5,4,1985,2011,2011,2,5,5,0,3,2,18.0,0
4.0,13,1.0,1,25,31,28,1965,2011,2011,5,7,7,1,6,3,20.0,0
0.0,20,6.0,1,20,23,23,1958,2011,2006,11,5,2,3,0,3,36.0,0
0.0,15,1.0,1,30,17,16,1982,2012,2012,6,1,1,2,1,0,36.0,0
0.0,20,2.0,1,24,5,11,1954,2012,2008,9,1,6,4,3,2,18.0,0
3.0,40,4.0,2,21,23,26,1974,2011,2011,3,5,4,3,0,1,19272.0,0
2.0,9,1.0,1,11,23,12,1947,2011,2011,10,6,6,5,3,6,20.0,0
3.0,5,1.0,1,11,26,6,1969,2011,2010,1,7,5,5,1,3,102336.0,0
2.0,4,22.0,1,25,5,26,1947,2012,2011,5,3,4,6,0,1,120.0,0
0.0,15,1.0,1,16,19,13,1959,2011,2011,1,9,9,4,0,1,30.0,0
2.0,9,2.0,1,9,26,25,1976,2011,2011,6,9,9,2,0,6,18.0,0
0.0,2,2.0,1,8,29,28,1981,2011,2011,9,11,11,1,1,0,18.0,0
2.0,1,1.0,1,1,29,28,1963,2012,2012,1,2,2,1,2,1,36.0,0
2.0,45,10.0,1,25,31,30,1966,2011,2011,5,10,10,2,0,6,50.0,0
0.0,10,3.0,1,8,24,7,1953,2011,2007,12,11,11,1,3,2,36.0,0
0.0,10,3.0,1,21,19,20,1961,2012,1989,7,3,3,4,0,0,36.0,0
3.0,12,1.0,1,30,7,6,1978,2011,2011,9,12,12,5,2,1,25.0,0
0.0,1,1.0,1,24,10,11,1976,2012,2011,7,1,12,5,1,6,36.0,0
2.0,12,2.0,1,4,19,10,1969,2011,2011,5,7,7,6,1,6,18.0,0
2.0,38,1.0,1,11,11,27,1974,2011,2002,12,12,10,2,6,6,25.0,0
3.0,26,2.0,1,11,9,3,1985,2012,2012,11,4,4,0,0,1,18.0,0
0.0,1,1.0,1,21,12,9,1985,2012,2012,2,2,2,3,6,3,36.0,0
4.0,3,1.0,1,6,4,12,1979,2011,2008,12,5,10,3,2,6,18.0,0
2.0,10,1.0,1,1,10,20,1978,2011,2011,3,8,7,2,2,2,20.0,1
0.0,15,1.0,1,26,14,7,1958,2011,2011,7,12,12,5,2,2,30.0,1
0.0,12,10.0,1,7,28,26,1967,2012,2012,4,3,3,4,2,0,50.0,0
0.0,12,2.0,1,30,16,7,1962,2011,2011,3,8,6,4,1,1,18.0,0
1.0,16,2.0,1,14,28,23,1985,2011,2011,6,8,8,4,6,1,18.0,0
2.0,20,0.0,1,25,11,10,1984,2012,2012,4,1,1,2,2,1,30.0,0
3.0,27,2.0,1,10,14,16,1953,2012,2009,1,2,9,5,1,2,2146.0,0
3.0,2,2.0,1,18,8,7,1967,2012,2004,11,2,7,5,2,2,18.0,0
2.0,15,4.0,1,28,21,12,1973,2011,2011,7,7,5,5,3,3,276.0,1
0.0,10,10.0,1,15,27,12,1979,2012,2009,3,3,5,3,1,1,50.0,0
0.0,1,1.0,1,4,14,4,1968,2011,2009,9,11,11,2,0,2,20.0,0
0.0,15,1.0,1,1,17,16,1981,2012,2012,1,1,1,3,1,0,36.0,0
0.0,7,2.0,2,21,18,13,1971,2011,2011,5,7,7,4,0,2,18.0,0
0.0,30,1.0,1,28,15,12,1979,2012,2012,6,1,1,3,6,3,25.0,0
1.0,22,2.0,1,29,10,9,1960,2011,2011,10,11,11,5,3,2,18.0,0
0.0,1,1.0,1,21,5,3,1989,2012,2012,1,1,1,5,3,1,36.0,0
3.0,30,30.0,1,6,2,4,1951,2011,2009,9,11,10,3,2,6,36.0,0
0.0,10,3.0,1,23,11,13,1971,2012,2004,7,3,10,4,6,2,36.0,0
0.0,20,20.0,1,10,22,19,1974,2012,2012,6,4,4,0,6,3,50.0,0
2.0,10,1.0,1,31,6,5,1976,2011,2011,7,7,7,5,2,1,36.0,0
3.0,10,3.0,1,1,4,1,1969,2012,2012,1,4,4,2,2,6,36.0,0
0.0,1,1.0,1,10,6,5,1975,2011,2011,10,12,12,4,1,0,36.0,0
0.0,1,1.0,1,14,19,17,1953,2011,2011,1,7,7,2,1,6,36.0,0
0.0,4,4.0,1,3,18,28,1981,2011,2011,4,10,2,4,1,0,603.0,0
0.0,21,2.0,1,9,9,15,1959,2012,2011,5,1,3,5,0,1,18.0,0
2.0,5,4.0,1,10,11,2,1972,2011,2011,1,8,6,0,3,3,2376.0,0
1.0,15,1.0,1,21,25,12,1979,2011,2011,1,5,5,6,2,3,30.0,0
0.0,10,3.0,1,12,14,26,1963,2011,2011,1,11,10,5,0,2,36.0,0
0.0,10,10.0,1,26,23,22,1986,2011,2011,8,8,8,1,1,0,24.0,0
2.0,27,2.0,1,1,9,25,1985,2012,2011,1,4,5,1,0,2,864.0,0
0.0,15,1.0,1,19,11,9,1978,2012,2012,10,4,4,3,2,0,36.0,0
0.0,1,1.0,1,8,21,15,1957,2011,2011,2,12,12,4,2,3,25.0,0
4.0,16,8.0,1,17,17,25,1954,2011,2010,9,8,8,4,2,2,54.0,0
2.0,10,10.0,2,12,25,24,1971,2011,2011,6,5,5,5,2,1,36.0,0
0.0,4,2.0,1,1,19,19,1983,2011,2011,7,9,9,4,0,0,18.0,0
0.0,30,2.0,1,9,26,25,1967,2012,2012,8,3,3,2,0,6,18.0,0
0.0,10,2.0,1,18,25,23,1976,2011,2011,6,10,10,4,1,6,18.0,0
0.0,15,1.0,1,2,31,25,1985,2011,2011,11,10,10,5,0,1,50.0,0
2.0,1,1.0,1,8,22,26,1974,2012,2004,10,1,9,1,6,6,25.0,0
2.0,20,25.0,1,9,27,28,1964,2012,2005,5,2,2,5,0,0,200.0,0
4.0,1,1.0,1,12,9,8,1971,2012,2012,5,2,2,2,3,2,36.0,0
0.0,14,1.0,1,5,17,25,1984,2011,2005,6,5,8,1,1,3,18.0,0
0.0,7,2.0,2,10,5,5,1967,2011,2011,10,10,10,1,2,2,18.0,0
1.0,22,2.0,1,21,18,17,1950,2012,2012,5,4,4,6,2,1,80.0,0
0.0,5,1.0,1,13,14,13,1967,2011,2011,6,7,7,1,3,2,20.0,0
3.0,51,2.0,1,5,11,8,1960,2012,2012,2,2,2,4,5,2,18.0,0
0.0,10,3.0,2,8,20,11,1984,2011,2009,10,12,11,0,1,2,36.0,0
2.0,3,23.0,1,7,14,16,1963,2012,2010,10,2,6,0,1,2,45.0,0
2.0,8,8.0,1,14,17,11,1982,2012,2011,1,1,12,3,1,6,36.0,0
3.0,11,2.0,1,14,20,19,1980,2011,2011,7,9,9,0,1,0,18.0,0
3.0,10,0.0,1,5,24,7,1970,2011,2011,11,8,8,3,2,6,24.0,0
1.0,18,25.0,1,25,2,17,1962,2012,2009,10,4,12,3,0,3,336.0,0
0.0,28,2.0,2,26,18,13,1983,2011,2011,11,7,7,5,0,2,18.0,0
0.0,10,1.0,1,12,26,3,1970,2011,2006,9,5,5,5,3,2,36.0,0
2.0,20,1.0,1,19,25,28,1965,2011,2010,1,7,7,1,0,2,20.0,0
2.0,3,2.0,1,1,3,20,1958,2011,2010,4,10,10,1,0,2,18.0,0
0.0,10,3.0,1,9,28,19,1953,2011,2011,3,6,6,0,1,6,36.0,0
2.0,10,12.0,2,21,14,15,1976,2011,2006,11,11,1,6,0,6,36.0,0
2.0,5,1.0,1,8,11,8,1979,2011,2011,1,9,9,0,6,3,18.0,1
0.0,20,1.0,1,8,6,5,1985,2011,2011,2,6,6,4,0,6,18.0,0
0.0,1,1.0,1,24,5,4,1982,2012,2012,1,3,3,6,0,6,36.0,0
4.0,15,1.0,1,18,4,3,1962,2011,2011,2,7,7,6,0,6,20.0,0
2.0,36,6.0,1,25,14,18,1975,2011,2010,8,7,4,0,3,6,36.0,0
0.0,15,1.0,2,15,22,25,1960,2011,2003,2,9,8,0,3,0,96.0,0
0.0,10,1.0,2,30,14,24,1985,2011,2011,9,8,7,0,6,6,5088.0,0
2.0,1,1.0,1,21,23,5,1964,2011,2010,8,8,7,4,1,0,20.0,0
0.0,25,1.0,2,11,15,30,1981,2012,2011,9,1,11,4,6,2,25.0,0
0.0,3,5.0,1,27,29,16,1980,2012,2009,4,3,6,6,3,1,54.0,0
2.0,5,1.0,1,21,4,3,1981,2011,2011,3,7,7,5,0,6,20.0,0
2.0,15,15.0,1,11,2,15,1973,2012,2012,9,4,3,1,0,3,240.0,0
0.0,15,1.0,1,16,12,8,1959,2012,2012,12,2,2,2,6,2,36.0,0
2.0,4,10.0,1,11,24,27,1957,2011,2006,9,10,4,2,0,3,50.0,0
0.0,13,2.0,1,29,7,6,1960,2012,2012,12,2,2,3,1,0,18.0,0
0.0,1,1.0,1,17,23,13,1961,2011,2011,7,10,10,0,6,3,36.0,0
2.0,1,1.0,1,28,24,22,1977,2012,2012,8,1,1,6,1,6,25.0,1
2.0,10,1.0,1,9,11,10,1966,2012,2012,1,1,1,6,2,1,36.0,0
1.0,10,2.0,1,21,24,8,1977,2012,2011,3,1,3,0,1,1,18.0,0
0.0,15,1.0,1,12,29,18,1987,2011,2007,6,10,2,4,5,6,30.0,0
2.0,34,11.0,1,19,24,31,1977,2011,2002,9,8,10,0,2,3,31028.0,0
0.0,15,1.0,1,25,5,27,1967,2012,2008,9,1,5,0,3,1,30.0,0
0.0,4,3.0,1,4,7,30,1985,2012,2012,10,2,1,4,1,0,120.0,0
0.0,35,10.0,1,8,21,18,1980,2011,2011,7,12,12,1,2,6,36.0,0
1.0,15,1.0,1,2,12,8,1966,2011,2011,4,6,6,5,6,2,30.0,0
0.0,10,5.0,1,11,8,5,1972,2012,2012,11,4,4,5,6,3,36.0,0
2.0,16,8.0,2,20,19,13,1972,2011,2011,11,6,6,0,6,0,432.0,0
0.0,10,1.0,1,14,12,9,1981,2012,2012,12,1,1,0,3,0,36.0,0
0.0,22,2.0,1,2,14,13,1985,2012,2012,8,2,2,4,1,0,18.0,0
2.0,1,1.0,1,13,26,22,1978,2012,2012,4,2,2,3,6,2,36.0,0
0.0,11,11.0,1,7,31,21,1974,2011,2001,2,10,1,3,0,6,36.0,0
4.0,4,10.0,1,5,22,21,1976,2012,2012,11,3,3,4,3,2,50.0,0
3.0,15,1.0,2,22,20,17,1966,2011,2011,9,7,7,3,2,6,30.0,0
0.0,2,2.0,1,16,7,6,1967,2012,2012,7,2,2,6,1,0,18.0,0
2.0,30,10.0,1,31,19,18,1953,2012,2012,3,4,4,1,3,2,36.0,0
0.0,23,2.0,1,25,4,23,1987,2011,2008,8,8,9,1,3,1,50.0,0
0.0,7,1.0,2,9,9,6,1979,2011,2011,5,10,10,2,6,3,18.0,0
2.0,10,1.0,1,21,29,28,1961,2011,2011,10,12,12,5,3,2,36.0,1
3.0,3,1.0,1,19,8,6,1981,2011,2008,5,9,8,1,3,2,20.0,0
3.0,20,4.0,1,11,27,25,1970,2011,2008,12,6,11,4,0,1,22416.0,0
0.0,20,1.0,1,24,22,18,1959,2011,2011,6,7,1,2,4,1,20.0,1
1.0,15,6.0,1,4,18,9,1983,2011,2011,6,5,5,5,2,0,100.0,0
1.0,33,3.0,1,11,30,28,1977,2011,2011,6,6,6,5,3,1,261.0,0
0.0,25,2.0,1,5,26,23,1973,2011,2011,6,10,10,1,2,6,18.0,0
0.0,15,1.0,1,25,29,1,1964,2011,2010,7,11,11,5,1,0,25.0,0
0.0,15,1.0,1,11,8,7,1973,2012,2012,11,2,2,6,2,1,36.0,0
0.0,25,2.0,1,9,26,21,1974,2011,2011,12,9,9,0,0,2,18.0,1
2.0,5,1.0,1,30,1,31,1984,2012,2012,9,2,1,6,2,1,25.0,0
2.0,10,3.0,1,19,4,1,1983,2012,2012,9,4,4,0,2,6,36.0,0
0.0,22,2.0,1,13,19,16,1962,2012,2009,8,2,3,0,6,0,18.0,0
0.0,15,21.0,1,9,8,4,1971,2012,2012,10,3,3,5,3,6,36.0,0
0.0,15,1.0,1,29,17,9,1981,2012,2012,10,4,4,3,1,0,36.0,0
3.0,40,20.0,1,14,4,1,1957,2012,2012,9,3,3,5,6,3,50.0,0
4.0,22,2.0,1,25,5,30,1961,2011,2005,6,7,3,6,1,2,18.0,0
0.0,22,2.0,1,29,20,19,1980,2011,2011,8,9,9,4,1,0,18.0,1
0.0,25,3.0,1,24,28,20,1983,2011,2011,7,9,9,6,2,1,36.0,0
1.0,4,1.0,1,24,21,20,1964,2011,2011,9,6,6,3,1,0,20.0,0
0.0,10,1.0,1,22,5,4,1956,2012,2012,11,4,4,3,3,2,36.0,0
3.0,22,2.0,1,15,16,19,1971,2011,2011,7,8,7,3,1,1,18.0,0
4.0,32,1.0,1,17,5,2,1978,2012,2006,9,3,7,6,0,6,22.0,0
3.0,40,10.0,1,27,23,1,1954,2011,2005,2,10,7,5,6,4,50.0,0
0.0,15,1.0,2,21,23,17,1977,2011,2011,5,10,10,5,6,0,30.0,0
0.0,2,2.0,1,16,19,30,1986,2012,2010,8,3,8,5,0,0,36.0,0
0.0,15,1.0,1,20,9,25,1966,2012,2011,12,1,12,1,0,6,30.0,0
3.0,7,2.0,1,4,13,12,1977,2011,2011,11,12,12,4,1,0,18.0,0
2.0,13,13.0,1,5,25,10,1976,2011,2011,12,5,5,6,2,1,36.0,0
2.0,30,1.0,1,24,21,27,1981,2011,2008,7,12,8,4,2,2,25.0,0
2.0,10,1.0,1,6,3,11,1972,2011,2010,1,11,8,3,3,2,20.0,0
0.0,1,1.0,1,23,11,3,1985,2012,2012,3,4,4,5,2,1,36.0,0
1.0,50,30.0,1,12,17,20,1967,2012,2001,6,1,9,0,1,3,500.0,0
0.0,2,2.0,2,8,3,26,1983,2011,2011,12,7,6,3,6,6,72.0,0
1.0,10,1.0,1,13,5,3,1980,2012,2011,1,3,11,6,0,3,25.0,0
0.0,40,2.0,2,29,26,25,1970,2012,2012,12,3,3,1,0,6,18.0,0
0.0,1,1.0,1,17,15,3,1983,2012,2012,4,1,1,6,6,1,36.0,0
4.0,10,3.0,1,12,27,17,1947,2011,1996,11,9,11,2,1,6,36.0,0
0.0,15,1.0,1,9,15,11,1977,2011,2011,7,9,9,5,3,6,30.0,0
2.0,22,1.0,1,11,10,9,1952,2011,2011,3,10,10,1,0,6,20.0,0
0.0,20,2.0,1,26,6,5,1978,2011,2011,4,7,7,2,2,1,18.0,0
0.0,4,4.0,1,2,5,28,1973,2011,2011,10,7,6,1,1,1,539.0,0
0.0,1,25.0,1,11,23,17,1963,2011,2011,2,8,8,0,1,2,219.0,0
3.0,15,1.0,1,12,15,14,1964,2011,2011,9,9,9,5,3,2,20.0,0
0.0,2,1.0,1,17,9,12,1987,2012,2009,1,4,2,5,0,3,100.0,0
0.0,11,2.0,1,17,21,28,1975,2011,2010,11,11,9,0,0,1,18.0,0
2.0,4,1.0,1,11,29,28,1983,2012,2011,12,1,9,6,6,2,25.0,0
0.0,10,3.0,1,19,15,14,1950,2012,2012,8,3,3,5,3,2,36.0,1
2.0,32,3.0,1,23,7,4,1978,2011,2008,10,6,6,0,1,2,300.0,0
0.0,28,1.0,1,14,5,13,1983,2011,2008,11,7,3,0,1,3,20.0,0
0.0,22,0.0,1,4,17,14,1957,2011,2011,9,11,11,2,3,0,24.0,0
1.0,11,4.0,3,22,11,28,1983,2011,2007,9,10,5,3,1,0,45561.0,0
0.0,15,1.0,1,7,12,8,1963,2011,2011,6,12,12,4,0,3,25.0,0
0.0,10,3.0,1,2,17,12,1981,2011,2011,9,11,10,2,3,2,36.0,0
2.0,10,10.0,1,28,7,6,1975,2011,2011,11,9,9,4,2,1,36.0,0
2.0,10,3.0,1,9,31,30,1980,2012,2012,9,1,1,1,1,0,36.0,0
0.0,10,10.0,2,7,20,19,1977,2012,2012,6,3,3,1,1,0,50.0,0
2.0,10,1.0,1,14,19,16,1974,2011,2011,9,10,10,5,2,6,36.0,0
3.0,30,5.0,1,1,19,23,1959,2011,2006,6,12,8,0,0,2,500.0,0
3.0,10,3.0,1,24,23,18,1972,2012,2012,3,1,1,4,0,2,36.0,0
0.0,24,2.0,1,4,23,6,1986,2011,2008,10,8,8,5,1,2,29568.0,0
1.0,2,3.0,1,24,2,1,1986,2012,2012,9,2,2,2,3,2,20.0,0
0.0,1,10.0,2,13,1,30,1970,2011,2011,5,12,11,2,3,2,25.0,0
0.0,2,2.0,1,14,11,8,1967,2011,2011,9,12,12,3,6,3,18.0,0
2.0,5,15.0,2,12,3,14,1937,2012,2000,6,4,5,5,1,6,1500.0,0
0.0,15,1.0,1,5,20,17,1985,2011,2011,11,7,7,1,2,6,30.0,0
3.0,15,6.0,1,2,14,23,1969,2011,2009,9,9,6,1,2,1,6498.0,0
1.0,30,3.0,2,27,2,14,1985,2011,2008,7,10,2,5,6,3,3456.0,0
0.0,15,1.0,1,23,5,4,1977,2011,2011,3,7,7,2,1,0,30.0,1
1.0,10,1.0,1,17,12,11,1979,2012,2012,11,3,3,5,0,6,50.0,0
0.0,15,1.0,1,17,25,23,1965,2011,2011,3,10,10,2,1,6,20.0,0
4.0,4,1.0,1,5,1,22,1967,2011,2007,1,12,11,3,3,3,25.0,0
3.0,1,1.0,1,29,13,5,1957,2011,2011,9,10,10,6,3,2,36.0,0
0.0,24,1.0,1,28,9,6,1986,2011,2011,3,6,6,4,3,0,18.0,0
0.0,10,6.0,1,20,8,7,1977,2011,2011,9,9,9,1,3,2,25.0,0
4.0,12,7.0,1,5,22,19,1970,2011,2011,9,5,4,5,6,1,26028.0,1
2.0,19,3.0,3,1,15,27,1972,2011,2010,11,8,7,2,0,1,18.0,0
3.0,6,1.0,1,18,10,10,1980,2011,2011,2,10,8,0,0,2,20.0,0
1.0,1,1.0,1,15,14,28,1972,2012,2008,8,3,5,1,2,2,36.0,0
0.0,11,1.0,1,31,16,3,1986,2011,2011,10,6,4,4,3,6,18.0,0
6.0,3,24.0,1,18,23,29,1962,2011,2009,8,5,7,5,0,2,51456.0,0
0.0,22,0.0,2,25,17,19,1988,2012,2011,10,1,12,1,1,0,100.0,0
2.0,1,1.0,1,27,9,8,1963,2012,2012,8,2,2,1,3,2,36.0,0
0.0,1,1.0,1,1,25,29,1980,2011,2011,3,10,9,5,1,3,30948.0,1
0.0,15,1.0,1,12,4,15,1962,2011,2009,1,10,3,4,1,6,100.0,0
5.0,1,1.0,1,1,21,19,1949,2012,2012,10,3,3,5,2,0,36.0,0
0.0,15,1.0,1,5,12,5,1985,2011,2011,6,12,12,2,0,0,50.0,0
2.0,3,17.0,1,12,9,26,1972,2011,2011,2,11,10,5,2,2,300.0,0
1.0,5,10.0,1,29,27,21,1981,2011,2011,6,9,9,0,1,2,50.0,0
5.0,1,1.0,1,4,23,22,1967,2012,2012,10,1,1,2,0,6,25.0,1
3.0,1,1.0,1,23,26,23,1969,2012,2012,6,1,1,0,3,0,25.0,0
0.0,1,1.0,1,24,14,13,1963,2011,2011,5,11,11,4,0,6,36.0,0
0.0,10,1.0,1,29,2,31,1979,2011,2011,9,8,7,5,1,6,20.0,0
0.0,3,7.0,1,23,16,14,1977,2011,2011,4,11,11,5,2,0,36.0,0
2.0,35,10.0,2,7,26,25,1972,2012,2012,11,4,4,1,3,2,36.0,0
0.0,10,10.0,1,17,21,15,1949,2012,2009,8,2,3,2,1,6,36.0,0
2.0,1,1.0,1,9,4,25,1967,2011,2011,4,10,9,6,1,6,36.0,0
0.0,1,1.0,1,8,1,29,1985,2012,2012,7,3,2,0,3,2,25.0,0
0.0,15,1.0,2,20,14,13,1967,2012,2012,5,2,2,5,1,0,36.0,0
0.0,27,0.0,1,23,6,6,1984,2011,2011,8,12,9,3,1,1,42.0,0
2.0,20,1.0,1,10,19,1,1978,2012,2012,7,2,2,0,6,2,504.0,1
0.0,10,10.0,1,28,27,5,1977,2012,2006,12,2,2,2,0,6,36.0,0
0.0,27,27.0,2,7,27,22,1985,2011,2011,1,9,9,0,1,3,36.0,0
2.0,1,1.0,1,23,10,7,1980,2011,2011,1,7,7,2,6,3,20.0,0
3.0,10,2.0,1,6,27,26,1964,2012,2012,4,3,3,0,1,0,36.0,0
2.0,15,1.0,1,10,8,30,1983,2011,2011,1,8,6,0,0,3,1164.0,0
0.0,3,15.0,1,13,30,26,1968,2011,2011,6,6,6,3,3,6,24.0,0
1.0,1,1.0,1,21,12,11,1968,2011,2011,9,12,12,5,0,6,36.0,0
4.0,10,1.0,1,25,14,13,1968,2011,2011,2,7,7,6,3,2,20.0,0
3.0,20,20.0,1,7,15,13,1974,2012,2012,6,2,2,4,2,0,15.0,0
0.0,33,1.0,1,14,25,22,1978,2011,2011,6,5,5,2,2,6,324.0,0
1.0,1,1.0,1,11,29,28,1970,2011,2011,6,11,11,3,1,0,36.0,0
2.0,12,10.0,1,28,13,7,1975,2011,2011,5,6,6,2,0,1,100.0,0
0.0,1,1.0,1,15,1,29,1970,2012,2012,4,3,2,2,3,2,25.0,0
0.0,10,10.0,2,10,21,19,1980,2011,2011,7,7,6,3,3,6,12.0,0
2.0,15,19.0,2,1,8,4,1970,2011,2011,9,5,5,1,6,2,18.0,0
3.0,16,2.0,1,28,15,14,1951,2012,2012,9,2,2,4,2,1,18.0,0
4.0,54,54.0,1,1,13,31,1955,2011,2011,4,11,5,4,6,1,36.0,0
0.0,12,12.0,1,24,18,17,1954,2011,2011,5,5,5,0,2,1,18.0,0
2.0,10,3.0,1,30,21,12,1976,2011,2011,10,12,12,5,2,0,36.0,0
2.0,23,1.0,1,23,17,16,1961,2011,2009,7,5,3,6,1,0,18.0,0
0.0,15,1.0,1,26,11,27,1971,2011,2004,3,8,9,4,3,0,100.0,0
0.0,1,1.0,2,19,17,16,1976,2011,2011,5,11,11,2,3,2,25.0,0
0.0,7,9.0,1,16,13,21,1981,2011,2011,8,7,2,6,2,0,18.0,0
2.0,10,1.0,1,14,15,12,1980,2011,2011,12,12,12,6,3,0,36.0,0
3.0,10,20.0,1,10,21,20,1955,2011,2004,2,12,6,3,2,6,300.0,0
4.0,15,1.0,1,25,31,30,1969,2011,2004,10,5,9,5,1,3,1125.0,0
2.0,10,6.0,1,3,16,24,1967,2011,2011,2,10,5,4,6,1,36.0,0
4.0,1,1.0,2,12,11,5,1961,2012,2012,1,3,3,3,6,0,36.0,0
1.0,10,1.0,1,10,6,2,1982,2011,2011,1,6,6,6,0,3,18.0,0
4.0,22,1.0,1,16,9,4,1981,2012,2012,9,4,4,2,0,2,60.0,0
0.0,15,1.0,1,27,26,24,1979,2012,2012,8,4,4,0,3,1,36.0,0
0.0,25,1.0,1,30,21,24,1985,2011,2010,12,9,5,0,2,0,2004.0,0
1.0,21,1.0,1,25,5,4,1963,2011,2011,9,7,7,2,1,0,36.0,0
0.0,10,1.0,2,26,7,4,1973,2011,2011,1,8,8,4,6,3,36.0,0
0.0,10,1.0,1,1,6,5,1983,2011,2011,6,7,7,2,2,1,36.0,0
0.0,15,1.0,1,23,15,2,1953,2012,2004,1,1,12,4,6,3,30.0,0
3.0,10,3.0,1,21,22,6,1957,2012,2012,9,3,3,5,3,1,36.0,0
0.0,4,1.0,1,6,24,7,1974,2011,2003,6,5,9,3,1,6,36.0,0
0.0,10,10.0,1,28,2,6,1951,2011,2009,12,8,8,4,1,3,50.0,0
5.0,15,1.0,1,9,15,8,1969,2011,2011,2,6,6,6,2,2,40.0,0
1.0,40,2.0,1,2,11,8,1953,2012,2012,11,4,4,0,2,6,18.0,0
0.0,10,3.0,1,1,13,12,1970,2011,2011,4,12,12,2,1,0,36.0,0
0.0,15,1.0,2,29,25,14,1984,2011,2011,4,7,7,6,0,3,30.0,0
0.0,15,1.0,1,3,21,19,1957,2012,2012,9,3,3,1,2,0,36.0,0
0.0,38,2.0,1,28,20,5,1964,2011,1986,4,10,6,1,3,3,50.0,0
2.0,17,2.0,1,23,14,6,1987,2011,2011,9,6,4,2,1,2,36.0,0
0.0,3,3.0,1,12,14,13,1976,2012,2012,11,2,2,4,1,0,36.0,0
3.0,16,20.0,1,1,1,21,1961,2011,2011,1,8,7,6,0,3,36.0,0
0.0,5,1.0,2,24,13,6,1966,2011,2011,12,7,6,5,2,0,36.0,0
0.0,15,1.0,1,7,30,17,1985,2011,2011,1,11,11,0,2,3,30.0,0
0.0,10,2.0,1,9,9,2,1971,2011,2011,4,8,8,4,1,1,18.0,0
3.0,15,1.0,1,10,31,27,1961,2011,2011,1,7,7,1,6,2,30.0,0
3.0,16,40.0,1,15,9,8,1950,2012,2012,5,2,2,0,3,2,18.0,1
