Number_Of_Dependant,Years_At_Residence,Years_At_Business,Nb_Of_Products,DAY(BirthDate),DAY(Prod_Decision_Date),DAY(Customer_Open_Date),YEAR(BirthDate),YEAR(Prod_Decision_Date),YEAR(Customer_Open_Date),MONTH(BirthDate),MONTH(Prod_Decision_Date),MONTH(Customer_Open_Date),WEEKDAY(BirthDate),WEEKDAY(Prod_Decision_Date),WEEKDAY(Customer_Open_Date),Net_Annual_Income_transform,Y
1.0,4,1.0,1,20,19,16,1968,2011,2011,9,10,10,4,2,6,20.0,0
0.0,21,1.0,1,21,26,9,1970,2011,2007,2,9,8,5,0,3,36.0,0
0.0,20,4.0,1,1,26,28,1957,2012,2001,3,2,6,4,6,3,350.0,0
0.0,1,1.0,1,4,13,9,1979,2011,2011,5,10,10,4,3,6,36.0,0
0.0,15,1.0,1,16,9,3,1969,2011,2011,3,11,11,6,2,3,30.0,1
2.0,5,1.0,1,23,28,24,1961,2011,2011,7,11,11,6,0,3,25.0,0
2.0,10,1.0,1,17,30,24,1972,2011,2011,11,5,5,4,0,1,18.0,0
0.0,26,26.0,1,7,29,25,1947,2011,2007,10,10,3,1,5,6,36.0,0
0.0,30,13.0,1,1,11,22,1973,2011,2010,1,12,11,0,6,0,80.0,0
2.0,1,5.0,1,14,14,22,1981,2012,2010,5,3,8,3,2,6,864.0,0
0.0,10,1.0,1,15,5,3,1972,2012,2012,3,4,4,2,3,1,36.0,0
0.0,2,9.0,1,7,4,10,1989,2011,2011,11,10,2,1,1,3,2724.0,0
1.0,9,6.0,1,1,7,14,1955,2011,2011,1,12,11,5,2,0,756.0,0
0.0,9,2.0,1,27,15,14,1970,2011,2011,2,11,11,4,1,0,18.0,0
0.0,1,1.0,1,29,8,4,1961,2012,2012,12,4,4,4,6,2,36.0,0
3.0,15,2.0,1,12,29,27,1968,2011,1988,3,9,9,1,3,1,18.0,0
4.0,8,10.0,1,3,7,25,1971,2011,2011,7,8,5,5,6,2,696.0,0
0.0,10,3.0,1,15,20,18,1988,2012,2012,6,3,3,2,1,6,36.0,0
1.0,10,10.0,2,5,9,24,1958,2012,1996,3,4,9,2,0,1,2000.0,0
2.0,22,2.0,1,2,29,26,1972,2011,2011,1,9,9,6,3,0,18.0,0
0.0,20,10.0,1,22,15,16,1959,2012,2004,7,3,9,2,3,3,100.0,0
4.0,10,10.0,1,1,14,31,1954,2011,2011,4,11,7,3,0,6,36.0,0
3.0,22,2.0,1,17,15,30,1959,2011,2011,2,11,10,1,1,6,18.0,0
0.0,1,1.0,2,5,12,26,1978,2012,2011,3,1,12,6,3,0,36.0,0
4.0,1,1.0,1,21,10,3,1967,2012,2012,12,1,1,3,1,1,36.0,0
1.0,1,1.0,1,25,8,7,1977,2012,2012,10,2,2,1,2,1,36.0,0
2.0,25,1.0,1,30,29,27,1964,2011,2011,4,8,8,3,0,5,20.0,0
0.0,15,1.0,1,15,28,27,1950,2012,2012,9,3,3,4,2,1,36.0,0
0.0,30,2.0,1,30,26,21,1981,2012,2012,9,4,4,2,3,5,18.0,0
2.0,9,2.0,1,8,6,27,1976,2011,2011,6,7,6,1,2,0,18.0,0
2.0,20,2.0,1,12,3,22,1981,2011,2010,12,8,9,5,2,2,10404.0,0
1.0,1,1.0,2,24,5,4,1979,2012,2012,6,4,4,6,3,2,36.0,0
2.0,8,1.0,1,8,19,18,1976,2011,2011,5,5,5,5,3,2,18.0,0
1.0,26,2.0,1,12,24,26,1985,2011,2009,5,11,7,6,3,6,10806.0,0
0.0,15,1.0,1,21,7,4,1985,2011,2011,11,7,7,3,3,0,30.0,0
0.0,15,1.0,1,12,1,20,1985,2011,2011,7,8,7,4,0,2,342.0,0
2.0,1,1.0,1,7,18,15,1955,2011,2011,8,9,9,6,6,3,20.0,0
0.0,4,2.0,1,12,23,22,1962,2012,2012,1,1,1,4,0,6,18.0,0
0.0,15,1.0,1,5,27,15,1982,2011,2011,11,9,9,4,1,3,30.0,0
0.0,1,1.0,1,31,12,27,1962,2011,2005,10,10,12,2,2,1,20.0,0
1.0,10,1.0,2,10,7,6,1968,2012,2012,10,3,3,3,2,1,36.0,0
2.0,10,10.0,1,6,19,18,1977,2012,2012,3,3,3,6,0,6,36.0,0
3.0,20,8.0,1,3,5,4,1962,2012,2009,8,3,2,4,0,2,200.0,0
0.0,2,1.0,1,11,22,19,1986,2012,2012,12,2,2,3,2,6,25.0,0
3.0,35,1.0,1,5,27,29,1958,2012,2009,2,2,3,2,0,6,25.0,0
4.0,45,9.0,1,25,12,7,1967,2012,2012,10,3,3,2,0,2,120.0,0
0.0,15,1.0,1,8,28,9,1982,2012,2012,1,4,4,4,5,0,36.0,1
0.0,15,1.0,1,27,13,12,1974,2011,2011,9,12,12,4,1,0,30.0,0
1.0,17,16.0,1,9,12,17,1969,2012,2011,10,3,8,3,0,2,27876.0,0
0.0,22,6.0,1,22,29,3,1978,2012,2008,1,3,3,6,3,0,480.0,0
0.0,5,1.0,1,8,4,2,1980,2012,2012,9,1,1,0,2,0,25.0,0
2.0,20,1.0,1,21,10,9,1967,2011,2011,3,10,10,1,0,6,20.0,0
0.0,1,1.0,1,7,28,12,1970,2011,2001,8,11,3,4,0,0,25.0,0
0.0,20,15.0,1,9,27,26,1957,2011,2011,1,6,6,2,0,6,18.0,1
0.0,13,2.0,2,25,21,22,1980,2011,2011,5,9,5,6,2,6,50.0,0
0.0,10,4.0,1,9,20,19,1980,2012,2012,2,2,2,5,0,6,36.0,0
2.0,2,7.0,1,11,14,23,1981,2011,2006,11,11,8,2,0,2,200.0,0
0.0,40,6.0,1,17,26,7,1954,2012,2012,1,2,2,6,6,1,500.0,0
2.0,7,6.0,1,13,9,18,1985,2012,2012,2,4,3,2,0,6,516.0,0
4.0,1,1.0,1,13,8,7,1964,2011,2011,9,12,12,6,3,2,36.0,0
0.0,10,1.0,1,3,9,21,1979,2011,2011,1,8,7,2,1,3,3456.0,0
0.0,10,10.0,1,21,18,17,1957,2011,2011,11,5,5,3,2,1,18.0,0
0.0,6,1.0,1,21,13,10,1978,2011,2011,2,8,8,1,5,2,20.0,0
0.0,15,1.0,1,20,30,25,1986,2012,2012,1,3,3,0,4,6,444.0,0
3.0,1,1.0,1,4,31,26,1971,2011,2011,6,10,10,4,0,2,36.0,0
1.0,10,3.0,1,10,4,3,1955,2011,2011,11,10,10,3,1,0,36.0,1
1.0,1,1.0,2,28,10,27,1985,2011,2008,11,8,2,3,2,2,31764.0,0
1.0,6,9.0,1,17,18,14,1962,2011,2006,10,8,6,2,3,2,100.0,0
3.0,20,1.0,1,27,24,11,1960,2012,2006,6,1,5,0,1,3,25.0,0
1.0,10,3.0,1,5,14,11,1981,2011,2011,7,12,12,6,2,6,36.0,0
0.0,1,1.0,1,12,15,28,1961,2012,2011,6,1,12,0,6,2,36.0,0
0.0,10,3.0,1,10,10,5,1989,2012,2012,10,4,4,1,1,3,36.0,0
0.0,15,1.0,1,29,27,13,1955,2011,2006,8,9,6,0,1,1,100.0,0
0.0,15,1.0,1,21,19,14,1974,2012,2012,2,2,2,3,6,1,36.0,0
0.0,30,10.0,1,20,26,20,1943,2012,1997,3,2,7,5,6,6,70.0,0
2.0,3,1.0,1,5,11,6,1975,2011,2011,9,7,7,4,0,2,20.0,0
3.0,22,2.0,1,25,22,17,1961,2012,2012,9,1,1,0,6,1,29784.0,0
2.0,3,1.0,1,27,29,21,1979,2011,2010,9,5,9,3,6,1,2436.0,0
0.0,1,1.0,2,16,24,5,1973,2012,2012,4,1,1,0,1,3,25.0,0
0.0,15,2.0,1,22,29,26,1972,2011,2011,8,10,10,1,5,2,18.0,0
3.0,37,5.0,1,21,19,18,1974,2011,2010,2,5,10,3,3,0,60912.0,0
0.0,10,10.0,1,15,29,28,1966,2012,2012,12,2,2,3,2,1,36.0,0
3.0,1,1.0,1,3,2,23,1968,2011,2011,3,11,10,6,2,6,200.0,0
2.0,3,1.0,1,13,29,26,1981,2011,2011,9,6,6,6,2,6,20.0,0
3.0,20,7.0,1,18,25,18,1947,2011,2011,7,12,12,4,6,6,36.0,0
0.0,15,1.0,1,20,4,26,1983,2012,2011,4,1,12,2,2,0,30.0,0
0.0,15,1.0,1,24,20,15,1975,2011,2011,7,11,11,3,6,1,18.0,1
0.0,1,1.0,1,20,15,14,1960,2012,2012,4,2,2,2,2,1,36.0,0
2.0,11,2.0,1,15,13,13,1972,2011,2011,5,12,12,0,1,1,18.0,0
2.0,15,1.0,1,19,27,19,1975,2011,2011,7,7,7,5,2,1,60.0,0
3.0,20,13.0,1,17,23,18,1963,2011,1998,1,6,10,3,3,6,150.0,0
0.0,29,5.0,1,10,23,21,1982,2012,2012,3,2,2,2,3,1,24.0,0
1.0,5,1.0,1,7,20,18,1979,2011,2011,10,12,12,6,1,6,25.0,0
0.0,1,1.0,1,23,8,7,1975,2012,2012,1,2,2,3,2,1,36.0,0
0.0,1,1.0,1,23,4,4,1985,2011,2007,7,12,10,1,6,3,25.0,1
3.0,20,12.0,1,6,15,5,1956,2012,2012,11,3,3,1,3,0,24.0,0
0.0,20,1.0,1,1,18,22,1978,2012,2009,8,1,1,1,2,3,25.0,0
3.0,3,4.0,1,27,17,9,1981,2011,2011,9,5,5,6,1,0,36.0,1
0.0,10,1.0,1,10,30,30,1983,2012,2012,6,1,1,4,0,0,25.0,0
0.0,15,0.0,1,11,14,19,1984,2012,2011,5,3,7,4,2,1,36.0,0
3.0,34,10.0,1,22,10,24,1977,2011,2011,5,8,5,6,2,1,50.0,0
0.0,1,1.0,1,7,19,17,1989,2011,2011,3,10,10,1,2,0,36.0,0
0.0,10,1.0,1,5,2,27,1978,2012,2011,1,1,12,3,0,1,25.0,0
0.0,8,20.0,1,27,25,2,1956,2011,2006,2,9,7,0,6,6,18.0,0
0.0,1,1.0,1,19,27,26,1990,2011,2011,2,10,10,0,3,2,20.0,0
0.0,10,3.0,1,14,29,26,1987,2012,2012,3,3,3,5,3,0,36.0,0
3.0,1,1.0,1,8,21,15,1970,2011,2011,4,9,9,2,2,3,36.0,0
2.0,10,10.0,1,10,4,17,1962,2011,2004,3,10,6,5,1,3,150.0,0
2.0,1,1.0,1,9,22,21,1964,2012,2012,10,3,3,4,3,2,36.0,0
0.0,20,1.0,1,25,12,26,1981,2011,2008,4,6,3,5,6,2,36.0,0
0.0,25,10.0,1,20,21,19,1976,2012,2012,5,3,3,3,2,0,50.0,0
2.0,44,6.0,1,3,29,4,1967,2011,2009,6,11,5,5,1,0,36.0,0
0.0,20,2.0,1,12,22,17,1947,2012,2001,9,1,2,4,6,5,18.0,0
0.0,15,1.0,1,1,13,2,1967,2011,2011,4,10,10,5,3,6,24.0,0
0.0,40,3.0,1,19,24,12,1965,2011,2011,2,7,7,4,6,1,60.0,1
0.0,18,2.0,1,30,16,12,1989,2011,2011,4,10,10,6,6,2,18.0,0
2.0,20,2.0,1,10,23,15,1959,2011,2011,4,5,5,4,0,6,18.0,0
6.0,10,17.0,1,28,28,27,1967,2012,2011,2,1,12,1,5,1,50.0,0
0.0,10,3.0,1,10,4,2,1969,2012,2012,5,1,1,5,2,0,36.0,0
2.0,23,1.0,1,5,10,30,1957,2011,2008,9,8,1,3,2,2,20.0,0
3.0,15,1.0,1,6,21,11,1960,2011,2011,12,7,7,1,3,0,30.0,0
2.0,10,10.0,1,7,22,21,1978,2011,2011,3,9,9,1,3,2,50.0,0
0.0,2,1.0,1,11,29,27,1965,2011,2011,1,6,6,0,2,0,20.0,1
1.0,15,15.0,1,19,28,21,1983,2011,2011,11,7,7,5,3,3,18.0,1
0.0,10,1.0,1,6,23,22,1954,2012,2012,4,4,4,1,0,6,36.0,0
0.0,15,1.0,1,19,26,25,1980,2011,2011,2,9,9,1,0,6,30.0,0
0.0,12,1.0,1,18,30,29,1953,2012,2012,12,1,1,4,0,6,25.0,0
0.0,28,35.0,1,28,1,31,1951,2012,2012,2,2,1,2,2,1,120.0,0
4.0,20,15.0,1,21,13,2,1956,2011,2010,2,11,5,1,6,6,24.0,0
0.0,15,5.0,1,12,26,12,1973,2011,2011,12,6,6,2,6,6,18.0,0
2.0,1,1.0,1,13,13,17,1969,2012,1996,9,2,12,5,0,1,36.0,0
3.0,1,1.0,2,8,19,18,1974,2012,2012,8,1,1,3,3,2,36.0,0
2.0,12,1.0,1,15,12,9,1978,2012,2012,2,2,2,2,6,3,25.0,0
3.0,15,10.0,1,9,13,11,1978,2012,2012,9,3,3,5,1,6,50.0,0
3.0,20,2.0,1,20,26,25,1959,2012,2012,10,3,3,1,0,6,18.0,0
0.0,1,15.0,1,21,28,18,1975,2011,2010,1,9,1,1,2,0,18.0,0
0.0,3,1.0,1,12,16,13,1971,2011,2011,11,7,7,4,5,2,36.0,0
0.0,31,1.0,1,10,21,20,1979,2011,2011,4,9,9,1,2,1,20.0,0
2.0,30,2.0,1,6,3,19,1947,2012,2011,1,1,12,0,1,0,18.0,1
2.0,1,1.0,1,22,18,15,1964,2012,2012,10,3,3,3,6,3,36.0,0
0.0,5,1.0,2,11,22,16,1977,2011,2011,10,6,6,1,2,3,20.0,0
0.0,1,1.0,1,25,4,3,1956,2012,2012,12,4,4,1,2,1,36.0,0
1.0,30,1.0,1,12,22,14,1953,2011,2011,1,12,12,0,3,2,25.0,0
0.0,10,1.0,1,28,3,26,1988,2011,2011,9,11,10,2,3,2,24.0,0
0.0,10,10.0,1,26,30,18,1957,2011,2009,4,7,10,4,5,6,18.0,0
2.0,15,1.0,1,29,9,4,1960,2011,2011,6,8,8,2,1,3,100.0,0
3.0,20,2.0,1,16,11,8,1963,2012,2012,12,4,4,0,2,6,18.0,0
1.0,10,1.0,1,24,27,22,1982,2011,2011,9,12,12,4,1,3,36.0,0
0.0,40,2.0,1,14,23,23,1971,2011,2011,4,7,6,2,5,3,564.0,1
0.0,8,1.0,1,12,3,28,1989,2012,2012,5,4,3,4,1,2,18.0,0
2.0,16,1.0,1,4,11,2,1956,2012,2012,9,2,2,1,5,3,25.0,0
0.0,1,5.0,2,10,27,2,1985,2011,2011,12,10,10,1,3,6,36.0,0
0.0,1,1.0,1,13,4,26,1983,2012,2011,7,1,12,2,2,0,36.0,0
2.0,5,16.0,1,1,27,10,1969,2011,2009,4,9,12,1,1,3,60.0,0
0.0,22,0.0,1,15,9,23,1989,2011,2011,4,11,2,5,2,2,288.0,0
2.0,20,3.0,1,7,22,21,1975,2012,2007,4,2,3,0,2,2,2000.0,0
0.0,10,0.0,1,10,12,29,1974,2012,2011,12,3,9,1,0,3,24.0,0
0.0,15,1.0,1,17,27,26,1984,2012,2012,7,2,2,1,0,6,36.0,1
4.0,25,1.0,1,19,23,22,1961,2011,2011,2,8,8,6,1,0,36.0,0
3.0,6,1.0,1,10,11,8,1978,2011,2011,1,12,12,1,6,3,25.0,0
3.0,10,3.0,1,18,18,9,1976,2012,2005,1,3,3,6,6,2,200.0,0
0.0,15,1.0,1,19,14,13,1978,2012,2012,11,3,3,6,2,1,36.0,0
1.0,1,1.0,1,29,19,14,1980,2012,2012,3,3,3,5,0,2,36.0,0
1.0,25,1.0,1,25,11,10,1985,2011,2011,7,8,8,3,3,2,36.0,0
3.0,38,15.0,1,7,17,10,1967,2011,2011,7,10,10,4,0,0,120.0,0
3.0,30,30.0,1,6,30,24,1952,2011,2011,5,7,7,1,5,6,18.0,0
0.0,1,1.0,1,2,12,5,1972,2012,2012,4,1,1,6,3,3,36.0,0
0.0,10,1.0,1,3,12,10,1980,2012,2012,6,1,1,1,3,1,185976.0,0
0.0,10,2.0,1,8,2,1,1986,2012,2012,5,4,4,3,0,6,18.0,0
0.0,1,1.0,1,16,11,10,1978,2012,2012,4,1,1,6,2,1,36.0,0
0.0,20,2.0,1,9,17,9,1971,2012,2012,4,4,4,4,1,0,18.0,0
2.0,15,1.0,1,22,11,9,1964,2011,2009,4,7,6,2,0,1,30.0,0
0.0,1,1.0,1,10,27,9,1961,2012,2000,2,2,11,4,0,3,36.0,0
0.0,25,2.0,1,11,29,22,1978,2011,2011,10,8,8,2,0,0,18.0,0
0.0,10,1.0,1,1,16,15,1964,2011,2011,1,5,5,2,0,6,36.0,0
1.0,6,1.0,1,22,23,22,1980,2011,2011,9,8,8,0,1,0,36.0,0
2.0,10,1.0,1,15,24,23,1977,2012,2012,3,4,4,1,1,0,36.0,0
0.0,15,1.0,1,18,17,31,1965,2011,2008,4,8,8,6,2,6,30.0,0
5.0,26,8.0,1,14,7,19,1955,2011,2011,2,7,4,0,3,1,79728.0,0
2.0,10,1.0,1,13,16,23,1953,2011,2011,10,11,10,1,2,6,36.0,0
0.0,1,1.0,1,20,11,13,1980,2011,2011,5,8,7,1,3,2,20.0,0
0.0,15,1.0,2,27,5,30,1981,2011,2011,12,12,11,6,0,2,30.0,0
0.0,15,1.0,1,26,12,11,1972,2012,2012,9,4,4,1,3,2,36.0,0
0.0,3,3.0,1,17,29,22,1975,2011,2011,11,5,5,0,6,6,96.0,0
2.0,22,2.0,1,12,27,22,1949,2012,2012,6,2,2,6,0,2,18.0,0
2.0,1,1.0,1,2,23,2,1970,2012,2012,3,1,1,0,0,0,36.0,0
3.0,24,26.0,1,11,3,26,1957,2011,2011,1,10,9,4,0,0,22716.0,0
2.0,6,2.0,1,28,17,16,1964,2011,2011,5,11,11,3,3,2,18.0,0
3.0,4,1.0,1,23,14,9,1983,2011,2011,3,12,11,2,2,2,20.0,1
0.0,5,8.0,1,9,16,27,1979,2011,2002,1,11,5,1,2,0,24.0,0
0.0,25,3.0,2,18,4,14,1984,2011,2011,3,5,4,6,2,3,432.0,0
0.0,4,2.0,1,11,22,12,1985,2011,2009,1,5,8,4,6,2,30357.0,0
2.0,10,3.0,1,4,23,18,1956,2011,2011,1,12,12,2,4,6,36.0,0
0.0,22,98.0,1,7,9,3,1982,2012,2012,1,2,1,3,3,1,18.0,0
0.0,20,2.0,1,13,21,17,1964,2011,2011,10,8,8,1,6,2,18.0,0
3.0,2,7.0,1,1,20,13,1957,2011,2011,2,9,9,4,1,1,18.0,0
2.0,10,30.0,1,30,9,16,1952,2011,2011,10,5,1,3,0,6,100.0,0
0.0,15,1.0,1,16,4,8,1983,2011,2011,7,9,5,5,6,6,100.0,0
1.0,5,1.0,1,8,29,26,1983,2011,2011,11,7,7,1,4,1,36.0,0
2.0,2,6.0,1,24,8,6,1981,2011,2006,8,8,3,0,0,0,36.0,0
0.0,22,2.0,1,29,13,9,1983,2011,2010,8,9,8,0,1,0,18.0,0
2.0,10,3.0,1,19,22,19,1963,2012,2012,2,3,3,1,3,0,36.0,0
0.0,10,1.0,1,6,29,26,1951,2011,2011,3,10,10,1,5,2,36.0,0
2.0,25,1.0,1,15,31,13,1966,2012,2011,3,1,11,1,1,6,177.0,0
3.0,8,14.0,1,1,18,8,1971,2011,2011,10,9,8,4,6,0,180.0,0
2.0,6,10.0,1,1,14,30,1981,2011,2011,1,8,6,3,6,3,276.0,0
0.0,10,10.0,1,2,11,10,1957,2011,2011,11,10,10,5,1,0,36.0,0
3.0,7,11.0,1,6,23,5,1965,2011,2007,8,5,6,4,0,1,100.0,0
0.0,37,1.0,1,11,31,7,1973,2011,2011,4,7,7,2,6,3,20.0,0
3.0,10,10.0,1,16,19,30,1953,2011,2009,7,10,3,3,2,0,36.0,0
2.0,20,2.0,1,21,15,11,1954,2012,2012,10,1,1,3,6,2,18.0,0
0.0,5,2.0,2,2,5,2,1981,2012,2012,2,1,1,0,3,0,100.0,0
3.0,1,2.0,2,17,14,18,1969,2011,2010,8,9,8,6,2,2,18.0,0
0.0,1,1.0,1,20,13,6,1951,2011,2011,12,6,6,3,0,0,36.0,0
0.0,1,1.0,1,31,31,27,1951,2011,2011,5,5,1,3,1,3,18.0,0
0.0,1,1.0,1,21,22,12,1979,2012,2004,12,1,8,4,6,3,36.0,0
3.0,4,3.0,1,20,13,31,1969,2012,2006,2,3,5,3,1,2,200.0,0
0.0,2,5.0,1,26,29,13,1972,2011,2011,3,9,4,6,3,2,18.0,0
3.0,1,1.0,1,27,28,21,1959,2012,2012,4,2,2,0,1,1,36.0,0
0.0,10,5.0,1,10,13,10,1984,2011,2007,12,12,10,0,1,2,7278.0,0
0.0,28,1.0,1,24,1,15,1983,2011,2010,7,8,2,6,0,0,19292.0,0
1.0,5,2.0,1,10,10,4,1983,2011,2011,12,10,10,5,0,1,18.0,1
4.0,2,2.0,1,2,24,10,1976,2011,2011,10,10,10,5,0,0,18.0,0
3.0,19,1.0,1,22,2,28,1969,2011,2011,11,5,4,5,0,3,18.0,0
0.0,1,1.0,1,23,29,17,1985,2011,2011,12,11,11,0,1,3,36.0,0
3.0,12,1.0,1,7,4,11,1973,2011,2010,4,8,11,5,3,3,96.0,0
0.0,24,1.0,1,12,1,28,1986,2011,2010,9,12,7,4,3,2,12.0,0
3.0,30,22.0,1,12,29,2,1959,2011,2011,10,10,10,0,5,6,120.0,0
2.0,10,1.0,1,24,3,19,1971,2012,2011,8,1,12,1,1,0,36.0,0
0.0,17,2.0,1,8,29,17,1989,2011,2011,1,11,11,6,1,3,18.0,0
0.0,28,0.0,1,25,13,21,1983,2012,2011,9,3,11,6,1,0,5244.0,0
2.0,10,3.0,1,7,21,14,1978,2011,2011,8,12,12,0,2,2,36.0,0
0.0,1,1.0,1,22,23,13,1984,2011,2011,2,6,6,2,3,0,20.0,0
0.0,1,1.0,1,10,14,13,1947,2011,2011,4,11,11,3,0,6,36.0,0
0.0,15,1.0,1,25,30,27,1983,2011,2011,2,10,10,4,6,3,30.0,0
2.0,10,4.0,1,11,3,2,1983,2011,2008,8,11,9,3,3,1,36.0,0
0.0,30,1.0,1,10,23,16,1982,2011,2011,2,10,10,2,6,6,30.0,0
3.0,10,1.0,1,20,9,30,1956,2012,2012,10,2,1,5,3,0,50.0,0
2.0,10,3.0,1,1,31,13,1977,2012,2011,1,1,12,5,1,1,50.0,0
0.0,10,10.0,3,22,14,22,1974,2011,2011,9,6,5,6,1,6,36.0,0
3.0,1,1.0,1,31,20,17,1960,2011,2011,5,7,7,1,2,6,36.0,0
0.0,20,1.0,1,8,4,28,1981,2011,2011,2,12,11,6,6,0,25.0,0
2.0,11,1.0,1,7,6,5,1967,2011,2011,5,12,12,6,1,0,25.0,0
2.0,12,12.0,1,18,19,18,1969,2011,2011,8,5,5,0,3,2,50.0,0
1.0,15,13.0,1,17,6,30,1955,2012,2001,1,3,12,0,1,6,220.0,0
0.0,10,10.0,1,9,9,8,1962,2012,2010,6,1,6,5,0,1,36.0,0
2.0,17,1.0,1,9,1,31,1968,2011,2011,2,8,7,4,0,6,36.0,0
2.0,1,1.0,1,1,15,25,1973,2011,2011,3,9,8,3,3,3,36.0,0
1.0,5,2.0,1,22,21,20,1981,2012,2012,8,2,2,5,1,0,18.0,0
0.0,10,10.0,1,23,21,5,1979,2011,2010,3,8,7,4,6,0,36.0,0
0.0,15,1.0,2,15,9,31,1965,2011,2011,4,11,10,3,2,0,30.0,0
2.0,15,15.0,1,1,25,28,1949,2011,2007,1,9,8,5,6,1,50.0,0
2.0,7,7.0,1,1,11,28,1980,2011,2011,1,5,4,1,2,3,68892.0,0
0.0,19,1.0,1,10,21,20,1955,2011,2011,1,9,9,0,2,1,20.0,0
4.0,10,10.0,1,1,20,4,1961,2011,2005,6,10,5,3,3,2,50.0,0
0.0,1,1.0,1,21,27,6,1980,2011,2011,4,9,6,0,1,0,21.0,0
0.0,14,2.0,1,1,6,16,1982,2011,2008,1,7,10,4,2,3,18.0,0
1.0,9,10.0,2,8,15,7,1980,2012,2011,10,3,4,2,3,3,450.0,0
0.0,1,1.0,1,10,15,11,1975,2011,2011,11,8,8,0,0,3,36.0,0
4.0,4,17.0,1,12,21,1,1971,2011,2004,8,7,12,3,3,2,97748.0,0
4.0,1,1.0,1,26,15,22,1961,2012,2007,10,2,3,3,2,3,25.0,0
0.0,40,5.0,1,28,26,15,1971,2012,2007,8,4,3,5,3,3,178104.0,0
0.0,1,1.0,1,6,8,7,1949,2011,2011,1,9,9,3,3,2,20.0,0
3.0,5,10.0,2,10,28,19,1963,2012,2012,6,3,1,0,2,3,18.0,0
0.0,20,10.0,1,18,21,16,1976,2011,2011,8,6,6,2,1,3,24.0,0
1.0,1,1.0,1,20,16,12,1987,2011,2011,3,7,7,4,5,1,20.0,1
2.0,10,3.0,1,10,13,13,1969,2012,2008,8,3,11,6,1,3,36.0,0
0.0,12,2.0,1,16,23,16,1986,2011,2011,3,10,10,6,6,6,18.0,0
0.0,23,0.0,1,25,18,26,1988,2011,2011,9,7,6,6,0,6,23328.0,0
1.0,10,1.0,1,4,15,12,1982,2011,2011,1,12,12,0,3,0,36.0,0
1.0,2,6.0,1,15,8,7,1978,2011,2005,1,5,3,6,6,0,80.0,0
3.0,17,2.0,1,29,27,13,1972,2011,2011,12,10,10,4,3,3,18.0,0
3.0,4,10.0,1,11,11,29,1961,2012,2012,3,3,2,5,6,2,50.0,0
2.0,1,1.0,1,10,31,19,1980,2011,2011,1,10,10,3,0,2,20.0,0
0.0,12,1.0,1,16,7,1,1985,2011,2011,8,6,6,4,1,2,432.0,0
0.0,5,1.0,1,19,24,18,1988,2011,2011,1,7,7,1,6,0,36.0,0
0.0,1,1.0,1,7,8,7,1978,2012,2012,11,3,3,1,3,2,36.0,0
2.0,35,7.0,1,1,11,15,1976,2011,2011,5,10,9,5,1,3,348.0,0
2.0,6,1.0,2,10,19,14,1963,2011,2011,3,7,7,6,1,3,36.0,0
0.0,15,1.0,1,16,15,10,1985,2011,2011,3,11,11,5,1,3,30.0,0
0.0,15,1.0,1,30,24,23,1979,2011,2011,5,5,5,2,1,0,30.0,0
0.0,11,3.0,1,14,22,12,1956,2011,2011,10,12,12,6,3,0,36.0,0
2.0,12,8.0,1,19,8,12,1955,2012,2010,1,3,4,2,3,0,3000.0,0
2.0,3,3.0,1,12,5,4,1977,2011,2011,7,7,7,1,1,0,240.0,0
0.0,3,3.0,1,6,27,26,1979,2011,2011,1,6,6,5,0,6,36.0,1
0.0,1,1.0,1,11,18,17,1986,2012,2012,8,1,1,0,2,1,36.0,0
1.0,1,1.0,1,13,4,26,1965,2012,2011,9,1,12,0,2,0,36.0,0
0.0,10,10.0,1,14,8,29,1959,2012,2012,8,2,1,4,2,6,36.0,0
0.0,15,1.0,1,18,21,20,1964,2012,2012,5,3,3,0,2,1,36.0,0
0.0,6,1.0,1,10,5,2,1980,2012,2006,6,1,7,1,3,6,25.0,1
2.0,1,1.0,1,21,13,16,1980,2011,2011,9,9,8,6,1,1,20.0,0
3.0,2,2.0,1,14,25,10,1964,2011,2011,1,10,10,1,1,0,18.0,0
0.0,10,6.0,1,11,28,24,1989,2011,2011,1,11,11,2,0,3,84.0,0
0.0,10,3.0,2,9,22,17,1980,2011,2011,11,11,11,6,1,3,36.0,0
0.0,10,10.0,1,13,23,8,1952,2012,2012,11,4,4,3,0,6,36.0,0
2.0,10,4.0,1,9,25,3,1975,2011,2011,5,8,8,4,3,2,172248.0,0
2.0,10,1.0,1,19,19,16,1976,2012,2012,12,2,2,6,6,3,36.0,0
0.0,22,2.0,2,13,27,24,1983,2011,2009,3,9,12,6,1,3,18.0,0
0.0,15,1.0,2,20,14,13,1965,2011,2011,5,11,11,3,0,6,30.0,1
0.0,10,1.0,2,15,14,12,1964,2012,2012,1,3,3,2,2,0,36.0,0
2.0,6,8.0,1,10,5,5,1952,2012,2012,10,1,1,4,3,3,150.0,0
2.0,23,5.0,1,6,8,1,1988,2011,2011,1,6,6,2,2,2,255.0,0
0.0,15,1.0,1,2,21,24,1986,2011,2010,12,7,8,1,3,1,30.0,0
0.0,15,1.0,1,25,13,21,1978,2011,2011,11,9,8,5,1,6,30.0,0
2.0,20,2.0,1,2,29,26,1967,2011,2011,12,10,10,5,5,2,18.0,0
